Title,Location,start_salary,max_salary,skills
Digital Marketing,"Mohali, Zirakpur",2000,6000,"Creative Writing, Digital Marketing, Email Marketing, English Proficiency Spoken, English Proficiency Written, Facebook Marketing, Instagram Marketing, Search Engine Marketing SEM, Search Engine Optimization SEO, Social Media Marketing"
Telecalling,Delhi,10000,10000,"English Proficiency Spoken, English Proficiency Written, Hindi Proficiency Spoken, MSExcel"
Corporate Sales,Gurgaon,10000,15000,"English Proficiency Spoken, English Proficiency Written, MSOffice"
UI/UX Design,Mumbai,5000,10000,"Adobe After Effects, Adobe Creative Suite, Adobe Illustrator, Adobe Photoshop, Adobe XD, Design Thinking, Effective Communication, English Proficiency Spoken, English Proficiency Written, Figma, Sketch, UI, UX Design, User Interface UI Development, Wireframing"
Inside Sales,Noida,10000,15000,"English Proficiency Spoken, English Proficiency Written, Sales, Sales pitch"
Executive Assistant,Ranchi,10000,10000,MSOffice
Operations,Delhi,12000,12000,"MSExcel, MSOffice"
Telesales,"Delhi, Ranchi",10000,10000,Effective Communication
Quality Assurance - Data Annotation,Bangalore,10000,10000,"Data Analysis, Effective Communication, Quality AssuranceQuality Control QAQC, Research and Analytics, Time Management"
Videography,Mumbai,10000,12000,"Adobe After Effects, Adobe Premiere Pro, Photography, Video Making"
Video Editing/Making,"Delhi, Gurgaon",7500,7500,"Colour Theory for Designers, DaVinci Resolve, Design Thinking, Instagram Marketing, Social Media Marketing, Video Editing"
Digital Marketing,Indore,12000,18000,"Digital Marketing, Facebook Marketing, Instagram Marketing, Search Engine Optimization SEO, Social Media Marketing"
Search Engine Optimization (SEO),Pune,7000,7000,"Digital Marketing, Search Engine Marketing SEM, Search Engine Optimization SEO, Social Media Marketing"
Accounting & Taxation,Mira Bhayandar,9000,12000,"MSExcel, MSWord, Tally"
Operations,Pune,12000,12000,"MSExcel, MSWord"
Pre Sales,Noida,10000,15000,"English Proficiency Written, Sales, Sales pitch"
Graphic Designer (Social Media Posts),Work from home,11000,11000,"Adobe After Effects, Adobe Creative Suite, Adobe Illustrator, Adobe Photoshop, Adobe Premiere Pro, Audio Editing, Audio Making, Blender 3D, Canva, DaVinci Resolve, English Proficiency Spoken, English Proficiency Written, Final Cut Pro, Video Editing"
Architecture,Bangalore,8000,8000,"Adobe Photoshop, AutoCAD, Google SketchUp"
Instagram Reels Content Creator,Noida,5000,6000,"Content Writing, English Proficiency Spoken, English Proficiency Written, Hindi Proficiency Spoken, Hindi Proficiency Written, Video Editing"
Interior Design,Bangalore,6000,8000,"Adobe Photoshop, AutoCAD, Google SketchUp"
Human Resources (HR),Jaipur,10000,10000,"English Proficiency Spoken, English Proficiency Written, MSExcel, MSOffice, MSWord"
Content Developer Academic,Bangalore,10000,10000,MSWord
Back Office Operations,Mumbai,3000,5000,"Accounting, MSExcel, MSPowerPoint, Research and Analytics"
Video Editing/Making,Bangalore,10000,10000,"Adobe Illustrator, Adobe Photoshop, Adobe Premiere Pro, Video Editing"
Business Development (Sales),Bangalore,10000,10000,Sales
Graphic Design,Delhi,15000,15000,"Adobe Photoshop, Adobe Photoshop Lightroom CC, CorelDRAW, Video Editing"
Fashion Design,Mumbai,8000,8000,"Adobe Illustrator, Adobe Photoshop, CorelDRAW, Effective Communication, Fashion Designing, MSExcel"
Student Counseling & Support,Gurgaon,18000,18000,"English Proficiency Spoken, English Proficiency Written, MSOffice, Negotiation, Problemsolving, Operations"
Email Support,Hyderabad,8000,10000,"Effective Communication, Email Marketing, English Proficiency Spoken, English Proficiency Written, Financial literacy, MSExcel, MSOffice"
Marketing,Kolkata,5000,10000,"Digital Advertising, Marketing, Sales"
Social Media Marketing,Bangalore,10000,10000,"Adobe Creative Suite, Canva, Effective Communication, Search Engine Optimization SEO, Social Media Marketing"
Search Engine Optimization (SEO),Bangalore,10000,10000,"Digital Marketing, English Proficiency Written, Search Engine Marketing SEM, Search Engine Optimization SEO"
Digital Marketing,"Anchepalya, Bangalore",7000,12000,"Creative Writing, Digital Marketing, Email Marketing, English Proficiency Written, Facebook Marketing, Instagram Marketing, Search Engine Optimization SEO, Social Media Marketing"
Influencer Marketing,Bangalore,5000,5000,"Adobe Premiere Pro, Research and Analytics"
Product And Brand Designing,"Lucknow, Bangalore",2000,15000,"Content Writing, Effective Communication, English Proficiency Spoken, Figma, Google Suite G Suite, Google Workspace, HTMLCSS, Product Management, Product Strategy, Python"
Sales & Marketing,Mumbai,10000,10000,"Effective Communication, MSPowerPoint, Sales"
Field Sales,Indore,7000,15000,"English Proficiency Spoken, Hindi Proficiency Spoken"
Digital Marketing,"Delhi, Gurgaon, Noida",8000,12000,"Creative Writing, Digital Marketing, Email Marketing, English Proficiency Spoken, English Proficiency Written, Facebook Ads, Facebook Marketing, Google AdWords, Search Engine Optimization SEO, Social Media Marketing"
Customer Acquisition,Bangalore,8500,8500,"Effective Communication, Email Marketing, English Proficiency Spoken"
Graphic Design,Bangalore,10000,10000,"Adobe Illustrator, Adobe Photoshop"
Graphic Design,Mumbai,12000,14000,"Acting Audition, Adobe After Effects, Adobe Audition, Adobe Creative Suite, Adobe Illustrator, Adobe Indesign, Adobe Photoshop, Adobe Photoshop Lightroom CC, Adobe Premiere Pro, Audio Editing, CorelDRAW, Fashion Designing, Figma, Video Editing, Video Making"
Content Writing,"Delhi, Gurgaon",10000,15000,"Blogging, Content Writing, Creative Writing, English Proficiency Spoken, English Proficiency Written, Social Media Marketing"
Video Editing/Making,Mumbai,10000,10000,Video Editing
Marketing,Mumbai,12000,15000,"Digital Marketing, Search Engine Marketing SEM, Search Engine Optimization SEO"
Market Research,Noida,6000,12000,"LinkedIn Marketing, MSExcel, MSOffice, Research and Analytics"
Social Media,Gurgaon,18000,18000,"Content Writing, Creative Writing, Search Engine Optimization SEO, Social Media Marketing"
Founders Office,Bangalore,14000,14000,"5 days a week, Job offer"
Shadow Teacher And Counselor,"Pune, Navi Mumbai, Mumbai",10000,10000,"Effective Communication, English Proficiency Spoken, English Proficiency Written, Interpersonal Skills, Time Management"
IT- Support,Delhi,12000,12000,"Computer Networking, Computer Networks, Effective Communication, Interpersonal Skills, Operations, Software Testing"
Digital Marketing,Chennai,7000,7000,Digital Marketing
Content Writing,Mumbai,10000,10000,"Blogging, Copywriting, Creative Writing, Digital Marketing, English Proficiency Spoken, English Proficiency Written, Search Engine Optimization SEO"
Business Development (Sales),Raipur,4000,10000,Sales
Business Development (Sales),Raipur,10000,10000,"English Proficiency Spoken, English Proficiency Written, MSExcel, Sales, Sales pitch"
Founders Office Associate,Bangalore,9000,9000,"Data Analysis, Effective Communication, Event Management, LinkedIn Marketing, Market Analysis, Market Research, MSOffice, Problem Solving, Project Management, Report Writing"
Digital Marketing,Bareilly,500,500,"Digital Marketing, English Proficiency Written, Facebook Marketing, Search Engine Optimization SEO, Social Media Marketing"
Content Writing,Bangalore,10000,10000,"Blogging, Creative Writing, English Proficiency Spoken, English Proficiency Written, Search Engine Optimization SEO"
Copywriting,Bangalore,10000,10000,"Copywriting, Creative Writing, Digital Marketing, English Proficiency Spoken, English Proficiency Written, Social Media Marketing"
Search Engine Optimization (SEO),Delhi,10000,10000,Search Engine Optimization SEO
Human Resources (HR),Gurgaon,10000,10000,"English Proficiency Spoken, English Proficiency Written, MSExcel, MSOffice, MSWord"
Graphic Design,Mumbai,10000,10000,"Adobe Illustrator, Adobe Photoshop"
Business Development (Sales),Ahmedabad,8000,8000,English Proficiency Spoken
Business Development (Sales),Nagpur,3000,3000,English Proficiency Spoken
Hotel Management (Service),Gurgaon,8000,8000,"Effective Communication, Interpersonal Skills, Problem Solving, Time Management"
Hotel Management (Food & Beverage Production),Gurgaon,8000,8000,"Effective Communication, Interpersonal Skills, Problem Solving, Time Management"
Travel & Tourism,Indore,5000,10000,"English Proficiency Spoken, English Proficiency Written, Holiday Package Design, MSExcel, Travel Itinerary Making"
Business Development (Sales),Nagpur,5000,5000,"Email Marketing, English Proficiency Spoken"
Operations,"Lucknow, Bangalore",2000,15000,"Accounting, English Proficiency Written, Git, Google Suite G Suite, Google Workspace"
Business Development (Sales),"Gurgaon, Delhi",3000,5000,"Client Relationship, English Proficiency Spoken, English Proficiency Written, Lead Generation, LinkedIn Marketing, MSOffice, Sales, Sales pitch"
Business Research,Indore,5000,10000,"English Proficiency Spoken, English Proficiency Written, MSOffice, MSPowerPoint, MSWord, Report Writing, Research and Analytics"
Operations (Generalist/Travel/Lifestyle),Bangalore,15000,15000,Effective Communication
Sales,"Delhi, Gurgaon, Noida",15000,15000,"Effective Communication, English Proficiency Spoken, English Proficiency Written, Hindi Proficiency Spoken, Negotiation, Problemsolving, Sales, Sales pitch"
Field Sales,"Bangalore, Hyderabad, Goa Velha, Delhi",10000,15000,"English Proficiency Spoken, Hindi Proficiency Spoken"
Office Admin And Accounts Assistance,Bangalore,15000,15000,"5 days a week, Free snacks, beverages"
Business Development (Sales),Ghaziabad,10000,10000,"English Proficiency Spoken, English Proficiency Written, MSExcel, Sales pitch"
Business Development (Sales),Delhi,15000,15000,"English Proficiency Spoken, English Proficiency Written, MSExcel"
Social Media Marketing,Delhi,5000,8000,"Canva, Digital Marketing, Social Media Marketing"
Business Research,Gurgaon,20000,20000,"CRM, English Proficiency Spoken, English Proficiency Written, MSExcel, MSPowerPoint, Research and Analytics"
Media & Public Relations (PR),Delhi,9000,15000,"Content Marketing, Creative Writing, English Proficiency Spoken, English Proficiency Written, Social Media Marketing"
ESG Research & Analysis,Gurgaon,12000,12000,"Effective Communication, MSExcel, MSOffice, Research and Analytics"
Administration,Dehradun,10000,10000,"English Proficiency Spoken, English Proficiency Written, MSExcel, MSOffice, MSPowerPoint, MSWord, Research and Analytics"
Video Editing/Making,Faridabad,10000,10000,"Adobe Illustrator, Adobe Photoshop, Final Cut Pro, Video Editing, Video Making"
Video Editing/Making,Noida,15000,15000,"Adobe Premiere Pro, Final Cut Pro, Video Editing, Video Making"
Search Engine Optimization (SEO),Noida,5000,7000,"Google AdWords, Google Analytics, Search Engine Marketing SEM, Search Engine Optimization SEO"
Cinematography,Delhi,10000,15000,"Adobe Premiere Pro, Video Editing, Video Making"
Photography,Delhi,15000,15000,"Adobe Photoshop, Adobe Photoshop Lightroom CC, Photography, Video Editing, Video Making"
Social Media Marketing,Dehradun,8000,10000,"Creative Writing, Digital Marketing, Facebook Marketing, Instagram Marketing, Search Engine Marketing SEM, Social Media Marketing"
E-Commerce,Delhi,10000,12000,"Effective Communication, Marketing, MSExcel"
Customer Service/Customer Support,Indore,5000,10000,"English Proficiency Spoken, English Proficiency Written, Hindi Proficiency Spoken, MSExcel, MSOffice"
Digital Marketing,Delhi,5000,12000,"Digital Marketing, English Proficiency Spoken, English Proficiency Written"
Operations,Delhi,10000,10000,"English Proficiency Spoken, MSExcel"
Photo Assistant,Bangalore,12000,12000,"Informal dress code, Free snacks, beverages"
Content Writing,Delhi,5000,5000,"Blogging, Creative Writing, Digital Marketing, English Proficiency Spoken, English Proficiency Written, Search Engine Optimization SEO, Social Media Marketing"
Instagram Account Management,Delhi,8000,12000,"Canva, Image Processing, Instagram Marketing, Video Editing, Video Making"
Content Writing,Delhi,5000,12000,"Blogging, Creative Writing, Digital Marketing, English Proficiency Spoken, English Proficiency Written"
Email Marketing,Delhi,5000,12000,"Digital Marketing, Email Marketing, Marketing, Social Media Marketing"
E-commerce Marketing Maverick,Noida,10000,10000,"Creative Writing, Marketing, Marketing Campaigns, Marketing Programs, Marketing Strategies, Market Research, Problem Solving"
Hotel Receiptionist,Delhi,8000,8000,"Effective Communication, English Proficiency Spoken, English Proficiency Written, Interpersonal Skills"
Business Development (Sales),Delhi,5000,12000,"Digital Marketing, Email Marketing, English Proficiency Spoken, English Proficiency Written, LinkedIn Marketing, MSExcel"
Technical Analyst,Jaipur,10000,10000,"C Programming, Data Structures, Java, MySQL, NoSQL, Problem Solving, Python"
Social Media Influencing,Delhi,8000,8000,"Acting Audition, Acting technique, English Proficiency Spoken"
Training and Development,Gurgaon,18000,18000,"English Proficiency Spoken, English Proficiency Written, MSExcel, MSOffice, MSPowerPoint, MSWord, Operations"
Executive Assistant to Founder,Delhi,8000,10000,"Effective Communication, English Proficiency Spoken, English Proficiency Written, Hindi Proficiency Spoken, MSExcel, Operations"
Search Engine Optimization (SEO),Delhi,5000,12000,"Content Marketing, Content Writing, Digital Marketing, English Proficiency Written, Search Engine Optimization SEO"
Senior Content Writer,Pune,28000,32000,Content Writing
Social Media Marketing,Delhi,5000,12000,"Digital Marketing, Email Marketing, English Proficiency Spoken, English Proficiency Written, Facebook Marketing, Instagram Marketing, Social Media Marketing"
Digital Marketing,Delhi,2000,2000,"Digital Marketing, Facebook Marketing, Instagram Marketing, Search Engine Optimization SEO, Social Media Marketing"
Social Media Marketing,Noida,7000,10000,"Digital Marketing, English Proficiency Spoken, English Proficiency Written, Facebook Marketing, Instagram Marketing, Search Engine Marketing SEM, Search Engine Optimization SEO, Social Media Marketing"
Social Media Marketing,"Delhi, Gurgaon",12000,12000,"Digital Marketing, Facebook Marketing, Instagram Marketing, Social Media Marketing"
Course Content Writer,Pune,20000,30000,Content Writing
Trainee - Marketing (Live Events),Mumbai,11250,11250,"English Proficiency Spoken, English Proficiency Written, Marketing, Marketing Campaigns"
Sales Consultant,Gurgaon,7000,10000,"Business Analysis, Business Research, English Proficiency Spoken, English Proficiency Written, Lead Generation"
